facility_naics_id,facility_id,naics_code
606,100000145835,22132
607,100000145979,22132
608,100000147085,311615
609,100000147717,22132
610,100000147888,22131
611,100000148789,32411
612,100000150873,22132
613,100000157607,311615
614,100000157723,22132
615,100000159687,49312
616,100000159712,49312
617,100000159801,49312
618,100000159838,49312
619,100000159874,49312
620,100000159892,49312
621,100000163609,49312
622,100000163627,31183
623,100000163789,211112
624,100000164065,311412
625,100000166278,325188
626,100000168365,325188
627,100000169337,311422
628,100000171164,311615
629,100000171306,49312
630,100000172555,22132
631,100000172813,562211
632,100000173411,49312
633,100000174385,48422
634,100000175491,22131
635,100000175507,22131
636,100000175758,311615
637,100000176196,42471
638,100000177266,32615
639,100000178568,48691
640,100000178568,42271
641,100000179497,22131
642,100000179727,22131
643,100000180001,22131
644,100000181082,311412
645,100000181536,49312
646,100000183393,22111
647,100000186372,22131
648,100000188584,42471
649,100000188619,42471
650,100000188726,22131
651,100000189119,311612
652,100000191133,325998
653,100000192016,311615
654,100000192016,49312
655,100000193168,22132
656,100000194149,311412
657,100000196977,42471
658,100000199616,49312
659,100000200301,311615
660,100000200445,325199
661,100000201462,32512
662,100000202014,42469
663,100000207812,31161
664,100000209874,221112
665,100000210835,42469
666,100000212236,49312
667,100000215073,22131
668,100000215956,21113
669,100000218542,22111
670,100000220389,22131
671,100000220619,311412
672,100000224223,325314
673,100000225687,311615
674,100000225767,49311
675,100000228121,311511
676,100000228808,42471
677,100000229317,32518
678,100000230038,32411
679,100000232072,311615
680,100000232385,42471
681,100000234258,42441
682,100000234285,325412
683,100000235051,22132
684,100000235088,31111
685,100000235168,31152
686,100000236363,49312
687,100000238548,31199
688,100000240483,32614
689,100000242588,311615
690,100000243364,49312
691,100000247128,42441
692,100000247592,32512
693,100000248305,42471
694,100000249689,42471
695,100000252219,221112
696,100000252335,332311
697,100000255243,32512
698,100000015805,311711
699,100000001650,49312
700,100000001650,31161
701,100000003426,221112
702,100000006058,42269
703,100000006058,331521
704,100000014272,42291
705,100000014478,42291
706,100000014628,42291
707,100000016993,49312
708,100000021193,22132
709,100000024083,32512
710,100000027687,22131
711,100000028114,22132
712,100000028999,56179
713,100000029462,56179
714,100000030334,22131
715,100000033206,22132
716,100000033313,42441
717,100000033947,22132
718,100000034713,22132
719,100000034759,22131
720,100000034795,22132
721,100000035179,22131
722,100000035197,22131
723,100000035204,22131
724,100000035295,22132
725,100000035357,42469
726,100000036276,22131
727,100000036338,22131
728,100000036454,22131
729,100000036613,56179
730,100000036908,22131
731,100000039692,22131
732,100000040939,22132
733,100000043062,31152
734,100000043106,49312
735,100000048281,49312
736,100000048281,49313
737,100000052168,42291
738,100000052266,49312
739,100000052694,42491
740,100000053461,42291
741,100000053531,42291
742,100000053602,42291
743,100000054255,22132
744,100000054601,56179
745,100000055771,213114
746,100000057966,22131
747,100000058082,22132
748,100000058144,22131
749,100000058652,71399
750,100000060079,311511
751,100000062148,49312
752,100000064333,32518
753,100000066563,22132
754,100000066849,42469
755,100000070246,334412
756,100000074153,49312
757,100000074304,325188
758,100000074304,42469
759,100000074929,22131
760,100000075198,325998
761,100000075811,325311
762,100000078033,22131
763,100000078275,42469
764,100000082064,56179
765,100000084179,42469
766,100000085016,56179
767,100000091223,32615
768,100000093622,42269
769,100000093891,22131
770,100000098388,21223
771,100000101203,22132
772,100000105655,22131
773,100000106271,325312
774,100000106592,32512
775,100000106912,22131
776,100000108279,49312
777,100000110408,49311
778,100000111933,56179
779,100000117232,22132
780,100000117321,115114
781,100000117982,56179
782,100000119114,22131
783,100000120086,22132
784,100000121245,56179
785,100000122119,81131
786,100000124509,115114
787,100000126099,32615
788,100000126829,212234
789,100000127365,56179
790,100000127873,115114
791,100000128293,33441
792,100000128925,42469
793,100000129283,334418
794,100000132215,311514
795,100000133526,312113
796,100000137755,32742
797,100000141599,32518
798,100000147138,56179
799,100000147799,32518
800,100000149332,42269
801,100000149966,42491
802,100000150187,42491
803,100000150784,11511
804,100000150891,11511
805,100000150935,453998
806,100000150999,453998
807,100000151024,42491
808,100000151159,453998
809,100000151569,49312
810,100000153399,325188
811,100000154389,334412
812,100000154959,42291
813,100000156877,49312
814,100000158517,42241
815,100000158964,22131
816,100000159678,49312
817,100000163681,11192
818,100000163681,11511
819,100000164813,42269
820,100000166722,42291
821,100000167197,115114
822,100000167954,22131
823,100000168481,311991
824,100000169541,22132
825,100000170254,42471
826,100000170398,42471
827,100000170879,42471
828,100000171404,49312
829,100000173867,42471
830,100000173867,482111
831,100000174919,312113
832,100000175151,221112
833,100000175446,221112
834,100000175963,22132
835,100000176739,221112
836,100000176855,22131
837,100000177033,311511
838,100000177701,221112
839,100000178103,22131
840,100000178167,49312
841,100000179077,311514
842,100000179736,49312
843,100000181723,221112
844,100000181956,31152
845,100000182802,49312
846,100000183099,42291
847,100000183516,49311
848,100000184873,49312
849,100000185328,49312
850,100000185685,115114
851,100000187683,49312
852,100000187843,32615
853,100000188968,49312
854,100000189495,42491
855,100000189903,49313
856,100000189912,49313
857,100000190483,32614
858,100000191393,56179
859,100000192338,541513
860,100000193649,49312
861,100000193818,49312
862,100000195148,221112
863,100000195727,22131
864,100000196067,22131
865,100000196815,71399
866,100000198966,32614
867,100000200418,325193
868,100000200524,334413
869,100000201809,115114
870,100000204753,49312
871,100000208367,42471
872,100000210087,32518
873,100000210693,31151
874,100000210755,42471
875,100000212478,49312
876,100000212487,311813
877,100000213299,311991
878,100000214886,311511
879,100000215652,334413
880,100000215885,49311
881,100000219435,21223
882,100000221057,49312
883,100000222724,49312
884,100000223885,49312
885,100000228611,22132
886,100000233197,42471
887,100000233561,49312
888,100000239725,42471
889,100000239761,115114
890,100000241749,49311
891,100000241945,32512
892,100000242917,42469
893,100000246496,32615
894,100000247529,115114
895,100000249377,42471
896,100000249457,32519
897,100000249956,325998
898,100000249956,42469
899,100000251032,32615
900,100000251407,54199
901,100000251595,42471
902,100000252353,334413
903,100000252353,33441
904,100000252362,32615
905,100000252442,49312
906,100000253325,49311
907,100000253487,32518
908,100000254306,48821
909,100000254306,48423
910,100000254306,48422
911,100000254832,49312
912,100000000090,62322
913,100000001892,42491
914,100000001972,32512
915,100000004096,454312
916,100000006076,22131
917,100000008001,22111
918,100000010784,212299
919,100000011499,31213
920,100000011872,332812
921,100000012675,32512
922,100000013914,32512
923,100000014058,22132
924,100000014352,42291
925,100000014771,42291
926,100000014888,42291
927,100000014977,115114
928,100000014995,42291
929,100000015011,42491
930,100000015413,454312
931,100000015976,42269
932,100000016118,42469
933,100000016127,454312
934,100000016127,42272
935,100000016724,221112
936,100000018287,311411
937,100000020274,22132
938,100000020595,32512
939,100000020611,31152
940,100000021549,336415
941,100000021585,49312
942,100000022236,311511
943,100000023173,49312
944,100000023501,49312
945,100000024715,312113
946,100000026465,49312
947,100000026928,49312
948,100000027464,115112
949,100000028089,22132
950,100000028622,22131
951,100000028659,49312
952,100000028711,42291
953,100000028757,42291
954,100000028775,42291
955,100000028793,325311
956,100000028793,42491
957,100000028819,42291
958,100000028846,42491
959,100000028873,42291
960,100000028882,42491
961,100000028891,42491
962,100000028908,42291
963,100000028935,42491
964,100000028944,42291
965,100000028953,22131
966,100000029006,42291
967,100000029079,22131
968,100000029088,42459
969,100000029088,42491
970,100000029097,49312
971,100000029131,42291
972,100000029328,49312
973,100000029346,49312
974,100000029783,31213
975,100000029792,32411
976,100000030101,115111
977,100000030254,22132
978,100000031388,42491
979,100000031431,49312
980,100000031459,22132
981,100000031501,32614
982,100000032314,115114
983,100000032886,49312
984,100000033288,32551
985,100000033377,311513
986,100000035142,22131
987,100000036043,32614
988,100000036686,211112
989,100000037319,213112
990,100000037382,22131
991,100000037569,61131
992,100000038693,42291
993,100000038782,221119
994,100000038791,42491
995,100000038933,42491
996,100000038942,32615
997,100000039647,22131
998,100000039674,22131
999,100000040172,22131
1000,100000040289,22131
1001,100000040421,325211
1002,100000040449,31213
1003,100000040582,22131
1004,100000042517,42491
1005,100000043099,32552
1006,100000043259,325311
1007,100000043357,42291
1008,100000043552,31152
1009,100000043552,311411
1010,100000043696,42291
1011,100000043721,32614
1012,100000044007,22131
1013,100000044454,42491
1014,100000044454,325314
1015,100000044472,42491
1016,100000044524,22131
1017,100000044533,42491
1018,100000044551,42291
1019,100000044659,42291
1020,100000044659,325314
1021,100000044668,22132
1022,100000044702,42491
1023,100000044739,92811
1024,100000044775,42491
1025,100000044819,42491
1026,100000044855,42291
1027,100000044962,42491
1028,100000045248,22132
1029,100000045408,326199
1030,100000045499,42491
1031,100000045649,42291
1032,100000045676,22131
1033,100000045685,42491
1034,100000045747,42491
1035,100000045756,42491
1036,100000045765,42291
1037,100000045792,42291
1038,100000045809,22131
1039,100000045818,42291
1040,100000045836,22132
1041,100000046229,325314
1042,100000046336,42291
1043,100000046933,31151
1044,100000048487,11192
1045,100000048496,22132
1046,100000048833,221119
1047,100000049262,42469
1048,100000049351,48821
1049,100000049413,42441
1050,100000049431,32615
1051,100000049618,42491
1052,100000049654,221112
1053,100000049681,44422
1054,100000049707,42491
1055,100000049725,221112
1056,100000049743,42491
1057,100000049752,221112
1058,100000049789,42491
1059,100000049823,325311
1060,100000049823,44422
1061,100000049887,115114
1062,100000049896,44422
1063,100000049949,221112
1064,100000049976,42491
1065,100000049985,221112
1066,100000050035,42491
1067,100000050099,42491
1068,100000050151,42491
1069,100000050151,325311
1070,100000050259,44422
1071,100000050286,326199
1072,100000050419,44422
1073,100000050419,325311
1074,100000050419,325312
1075,100000050589,42291
1076,100000050767,49312
1077,100000050838,49312
1078,100000051203,49312
1079,100000051338,31152
1080,100000051711,311411
1081,100000052006,22111
1082,100000052177,325311
1083,100000052239,22131
1084,100000052248,42291
1085,100000052328,42491
1086,100000052391,115114
1087,100000052426,31212
1088,100000052471,31212
1089,100000052505,49313
1090,100000052738,42291
1091,100000052792,42491
1092,100000053005,42491
1093,100000053103,42291
1094,100000053185,42291
1095,100000053194,49312
1096,100000053201,42291
1097,100000053318,22131
1098,100000053327,22131
1099,100000053416,22131
1100,100000053452,22132
1101,100000053568,22131
1102,100000053611,22131
1103,100000053675,22131
1104,100000054013,22131
1105,100000054059,22131
1106,100000054399,22131
1107,100000054406,49312
1108,100000054558,71394
1109,100000054987,49319
1110,100000055147,49312
1111,100000055263,49311
1112,100000055272,115114
1113,100000055389,49311
1114,100000055682,22132
1115,100000055735,311422
1116,100000055904,49312
1117,100000055959,221112
1118,100000056011,31141
1119,100000056084,22131
1120,100000056155,32532
1121,100000056244,22111
1122,100000056342,56191
1123,100000056413,49311
1124,100000056592,22131
1125,100000056912,22131
1126,100000056994,32518
1127,100000057065,22132
1128,100000057118,22132
1129,100000057163,311822
1130,100000057225,22132
1131,100000057458,325211
1132,100000057485,22131
1133,100000057626,311513
1134,100000057662,311411
1135,100000057895,49312
1136,100000058064,49319
1137,100000058171,49312
1138,100000058206,31152
1139,100000058215,49319
1140,100000058634,42291
1141,100000058705,49312
1142,100000058787,22131
1143,100000059036,22131
1144,100000059198,22131
1145,100000059731,31213
1146,100000059964,311999
1147,100000060168,49312
1148,100000060284,31213
1149,100000060505,221112
1150,100000060578,327993
1151,100000060952,42491
1152,100000061265,56191
1153,100000061354,49312
1154,100000061504,22132
1155,100000061728,22131
1156,100000061773,42471
1157,100000061808,311511
1158,100000061835,42469
1159,100000061933,331528
1160,100000062282,49312
1161,100000062442,32521
1162,100000062718,32615
1163,100000063307,32551
1164,100000063414,115114
1165,100000063557,32518
1166,100000063762,22132
1167,100000063824,22131
1168,100000063833,22131
1169,100000063879,115114
1170,100000063904,22131
1171,100000063986,22132
1172,100000064048,31213
1173,100000064066,22131
1174,100000064182,325188
1175,100000064379,42269
1176,100000064431,92811
1177,100000064565,22132
1178,100000064743,31199
1179,100000065001,22131
1180,100000065163,22111
1181,100000065172,325998
1182,100000065369,42271
1183,100000065653,221112
1184,100000065966,49312
1185,100000066153,327993
1186,100000066509,325211
1187,100000066536,562213
1188,100000066698,49312
1189,100000066901,31142
1190,100000066974,22133
1191,100000067143,311512
1192,100000067287,42469
1193,100000067287,32518
1194,100000067296,325998
1195,100000067553,32614
1196,100000067571,325612
1197,100000067599,325211
1198,100000068026,49312
1199,100000068071,311421
1200,100000068133,311421
1201,100000068302,22131
1202,100000068366,32614
1203,100000068847,115114
1204,100000070344,115114
1205,100000070898,22131
1206,100000070914,111332
1207,100000070978,22131
1208,100000071003,22131
1209,100000071021,42491
1210,100000071067,22132
1211,100000071076,22132
1212,100000071085,336412
1213,100000071094,22132
1214,100000071156,22132
1215,100000071165,49312
1216,100000071361,22133
1217,100000071414,22131
1218,100000071478,22131
1219,100000071502,31213
1220,100000071511,22132
1221,100000071557,32532
1222,100000071557,48821
1223,100000071799,31213
1224,100000072146,22132
1225,100000072244,221116
1226,100000072244,22111
1227,100000072253,221116
1228,100000072333,311991
1229,100000072351,56292
1230,100000072379,115114
1231,100000072413,49312
1232,100000073476,32411
1233,100000073476,221112
1234,100000073653,22131
1235,100000073706,49312
1236,100000073831,49312
1237,100000073886,31151
1238,100000073895,22131
1239,100000074019,56179
1240,100000074705,22111
1241,100000074714,22131
1242,100000074769,56179
1243,100000074858,22111
1244,100000075116,115114
1245,100000075143,49312
1246,100000075296,115114
1247,100000075571,49312
1248,100000075893,221117
1249,100000076151,22131
1250,100000076188,22131
1251,100000076286,22131
1252,100000076482,32742
1253,100000076534,115114
1254,100000076703,56179
1255,100000076829,336415
1256,100000076918,32531
1257,100000077114,115114
1258,100000077141,42491
1259,100000077178,221112
1260,100000077187,311411
1261,100000077196,221112
1262,100000077267,49312
1263,100000077294,49312
1264,100000077427,49312
1265,100000077472,115114
1266,100000077533,22131
1267,100000078122,327211
1268,100000078177,325312
1269,100000078177,42491
1270,100000078257,115114
1271,100000078649,49312
1272,100000078658,115116
1273,100000079014,42269
1274,100000079103,49311
1275,100000079112,42469
1276,100000079381,311211
1277,100000079452,22131
1278,100000079844,311513
1279,100000079844,311512
1280,100000080137,311991
1281,100000080173,325199
1282,100000080244,49312
1283,100000080636,32411
1284,100000080832,115114
1285,100000081314,42491
1286,100000081626,311411
1287,100000082144,49312
1288,100000082288,325211
1289,100000082475,325211
1290,100000082607,49312
1291,100000082858,21111
1292,100000083054,22132
1293,100000083116,42469
1294,100000083358,311412
1295,100000083571,22132
1296,100000083955,22131
1297,100000083982,22131
1298,100000083991,42269
1299,100000084044,22132
1300,100000084197,42269
1301,100000084419,42269
1302,100000084482,22132
1303,100000084491,32551
1304,100000084552,56179
1305,100000084856,49312
1306,100000084918,22131
1307,100000085926,42491
1308,100000086202,42491
1309,100000086248,22132
1310,100000086373,56179
1311,100000086382,32511
1312,100000086747,33636
1313,100000087005,311999
1314,100000087078,32615
1315,100000087871,32411
1316,100000088013,22132
1317,100000088086,325211
1318,100000088772,327212
1319,100000089147,327211
1320,100000089254,56179
1321,100000089325,22132
1322,100000089343,22132
1323,100000089423,22132
1324,100000089487,22133
1325,100000089566,31199
1326,100000089619,221112
1327,100000089628,325314
1328,100000089673,221117
1329,100000089897,49312
1330,100000090313,22132
1331,100000091152,42269
1332,100000091394,115114
1333,100000091713,221116
1334,100000092428,312113
1335,100000092561,115114
1336,100000092801,32518
1337,100000093089,22131
1338,100000093132,22131
1339,100000093187,22131
1340,100000093285,325998
1341,100000093294,22131
1342,100000093436,22131
1343,100000093668,32531
1344,100000093873,115114
1345,100000093999,49312
1346,100000095112,22131
1347,100000095167,22132
1348,100000095327,221112
1349,100000095416,33391
1350,100000095639,42269
1351,100000095693,22132
1352,100000096781,22132
1353,100000097931,49312
1354,100000097931,311511
1355,100000098146,22132
1356,100000098164,32411
1357,100000098244,22111
1358,100000098333,22131
