EPA Facility ID,State,Report Received Date,Report Created Date
100000223536,CA,7/1/2023,11/28/2024
100000223563,CA,11/1/2021,11/28/2024
100000223974,CA,2/1/2024,11/28/2024
100000223983,CA,2/1/2019,11/28/2024
100000223992,CA,2/1/2024,11/28/2024
100000224009,CA,2/1/2019,11/28/2024
100000224018,CA,2/1/2024,11/28/2024
100000224036,CA,2/1/2019,11/28/2024
100000224045,CA,2/1/2019,11/28/2024
100000224054,CA,2/1/2019,11/28/2024
100000224063,CA,2/1/2024,11/28/2024
100000224072,CA,2/1/2019,11/28/2024
100000224081,CA,2/1/2024,11/28/2024
100000224107,CA,2/1/2024,11/28/2024
100000224116,CA,2/1/2019,11/28/2024
100000224125,CA,5/1/2024,11/28/2024
100000224544,CA,2/1/2022,11/28/2024
100000225062,CA,1/1/2024,11/28/2024
100000225071,CA,4/1/2024,11/28/2024
100000225124,CA,4/1/2024,11/28/2024
100000225302,CA,3/1/2024,11/28/2024
100000225936,CA,6/1/2019,11/28/2024
100000226418,CA,3/1/2016,11/28/2024
100000226454,CA,1/1/2020,11/28/2024
100000226472,CA,7/1/2024,11/28/2024
100000226506,CA,1/1/2021,11/28/2024
100000226864,CA,12/1/2022,11/28/2024
100000227355,CA,6/1/2023,11/28/2024
100000227747,CA,11/1/2024,11/28/2024
100000227792,CA,11/1/2024,11/28/2024
100000227916,CA,11/1/2019,11/28/2024
100000228078,CA,1/1/2015,11/28/2024
100000228096,CA,1/1/2015,11/28/2024
100000228167,CA,11/1/2024,11/28/2024
100000228826,CA,10/1/2020,11/28/2024
100000228951,CA,7/1/2015,11/28/2024
100000228979,CA,3/1/2020,11/28/2024
100000229228,CA,9/1/2023,11/28/2024
100000229807,CA,6/1/2020,11/28/2024
100000229905,CA,6/1/2020,11/28/2024
100000230127,CA,6/1/2022,11/28/2024
100000230252,CA,8/1/2015,11/28/2024
100000230261,CA,8/1/2015,11/28/2024
100000230323,CA,11/1/2015,11/28/2024
100000230573,CA,7/1/2020,11/28/2024
100000230779,CA,9/1/2015,11/28/2024
100000230939,CA,9/1/2020,11/28/2024
100000230957,CA,4/1/2016,11/28/2024
100000230966,CA,12/1/2017,11/28/2024
100000231144,CA,5/1/2022,11/28/2024
100000231359,CA,2/1/2021,11/28/2024
100000231411,CA,3/1/2022,11/28/2024
100000231554,CA,1/1/2021,11/28/2024
100000232866,CA,5/1/2024,11/28/2024
100000233455,CA,5/1/2022,11/28/2024
100000233696,CA,10/1/2021,11/28/2024
100000233892,CA,11/1/2016,11/28/2024
100000234436,CA,12/1/2021,11/28/2024
100000234686,CA,8/1/2020,11/28/2024
100000235177,CA,7/1/2022,11/28/2024
100000235809,CA,6/1/2019,11/28/2024
100000235818,CA,6/1/2024,11/28/2024
100000235827,CA,6/1/2024,11/28/2024
100000235943,CA,8/1/2022,11/28/2024
100000236103,CA,6/1/2022,11/28/2024
100000236112,CA,6/1/2022,11/28/2024
100000236283,CA,7/1/2022,11/28/2024
100000236602,CA,9/1/2022,11/28/2024
100000236773,CA,10/1/2022,11/28/2024
100000236844,CA,7/1/2020,11/28/2024
100000237175,CA,11/1/2017,11/28/2024
100000237727,CA,2/1/2023,11/28/2024
100000237807,CA,6/1/2023,11/28/2024
100000237905,CA,3/1/2018,11/28/2024
100000237987,CA,2/1/2023,11/28/2024
100000238227,CA,6/1/2024,11/28/2024
100000238236,CA,4/1/2023,11/28/2024
100000238511,CA,3/1/2023,11/28/2024
100000238815,CA,6/1/2023,11/28/2024
100000238842,CA,6/1/2023,11/28/2024
100000239057,CA,6/1/2023,11/28/2024
100000239128,CA,8/1/2022,11/28/2024
100000239137,CA,8/1/2023,11/28/2024
100000239547,CA,8/1/2023,11/28/2024
100000240081,CA,10/1/2023,11/28/2024
100000240321,CA,11/1/2018,11/28/2024
100000240474,CA,1/1/2024,11/28/2024
100000240606,CA,2/1/2024,11/28/2024
100000240848,CA,2/1/2019,11/28/2024
100000241856,CA,8/1/2019,11/28/2024
100000241927,CA,7/1/2024,11/28/2024
100000241936,CA,5/1/2019,11/28/2024
100000242196,CA,6/1/2024,11/28/2024
100000242203,CA,6/1/2024,11/28/2024
100000242212,CA,6/1/2019,11/28/2024
100000242329,CA,8/1/2024,11/28/2024
100000242365,CA,7/1/2024,11/28/2024
100000242579,CA,9/1/2024,11/28/2024
100000242775,CA,1/1/2020,11/28/2024
100000243104,CA,2/1/2020,11/28/2024
100000243275,CA,6/1/2021,11/28/2024
100000243319,CA,12/1/2019,11/28/2024
100000243346,CA,12/1/2022,11/28/2024
100000243426,CA,3/1/2020,11/28/2024
100000244069,CA,4/1/2020,11/28/2024
100000245013,CA,10/1/2020,11/28/2024
100000245157,CA,8/1/2020,11/28/2024
100000245326,CA,9/1/2022,11/28/2024
100000245335,CA,9/1/2020,11/28/2024
100000245601,CA,11/1/2020,11/28/2024
100000246156,CA,2/1/2021,11/29/2024
100000246316,CA,3/1/2021,11/28/2024
100000246566,CA,4/1/2021,11/28/2024
100000246646,CA,10/1/2022,11/28/2024
100000246986,CA,3/1/2022,11/28/2024
100000247146,CA,11/1/2021,11/28/2024
100000247155,CA,7/1/2021,11/28/2024
100000247672,CA,2/1/2022,11/28/2024
100000247912,CA,10/1/2024,11/28/2024
100000248172,CA,2/1/2022,11/28/2024
100000248387,CA,3/1/2022,11/28/2024
100000248403,CA,3/1/2022,11/28/2024
100000248617,CA,8/1/2022,11/28/2024
100000248797,CA,6/1/2022,11/28/2024
100000249037,CA,8/1/2022,11/28/2024
100000249055,CA,8/1/2022,11/28/2024
100000249108,CA,9/1/2022,11/28/2024
100000249288,CA,10/1/2022,11/28/2024
100000249705,CA,11/1/2022,11/28/2024
100000250881,CA,5/1/2023,11/28/2024
100000251746,CA,8/1/2023,11/28/2024
100000251997,CA,8/1/2024,11/28/2024
100000252594,CA,12/1/2023,11/28/2024
100000252656,CA,5/1/2024,11/28/2024
100000252665,CA,11/1/2024,11/28/2024
100000253307,CA,4/1/2024,11/28/2024
100000253539,CA,2/1/2024,11/28/2024
100000254039,CA,6/1/2024,11/28/2024
100000254814,CA,8/1/2024,11/28/2024
100000255779,CA,11/1/2024,11/28/2024
100000255813,CA,11/1/2024,11/28/2024
100000000795,CO,2/1/1999,11/28/2024
100000003569,CO,4/1/1999,11/28/2024
100000003578,CO,4/1/1999,11/28/2024
100000006254,CO,11/1/2024,11/28/2024
100000007173,CO,6/1/2020,11/28/2024
100000008056,CO,5/1/2014,11/28/2024
100000008207,CO,6/1/2004,11/28/2024
100000008216,CO,6/1/2009,11/28/2024
100000008225,CO,6/1/2004,11/28/2024
100000008252,CO,5/1/1999,11/28/2024
100000008804,CO,6/1/2004,11/28/2024
100000009135,CO,5/1/1999,11/28/2024
100000009144,CO,2/1/2005,11/28/2024
100000009153,CO,2/1/2005,11/28/2024
100000009162,CO,6/1/2004,11/28/2024
100000009171,CO,5/1/1999,11/28/2024
100000009206,CO,6/1/2004,11/28/2024
100000009215,CO,2/1/2005,11/28/2024
100000009224,CO,6/1/2009,11/28/2024
100000009242,CO,6/1/2009,11/28/2024
100000009448,CO,4/1/2014,11/28/2024
100000012933,CO,2/1/2005,11/28/2024
100000014129,CO,12/1/2014,11/28/2024
100000014138,CO,1/1/2005,11/28/2024
100000014165,CO,5/1/1999,11/28/2024
100000014842,CO,5/1/2023,11/28/2024
100000015761,CO,2/1/2005,11/28/2024
100000015798,CO,2/1/2005,11/28/2024
100000015958,CO,2/1/2005,11/28/2024
100000018937,CO,1/1/2008,11/28/2024
100000019071,CO,4/1/2002,11/28/2024
100000019142,CO,5/1/2004,11/28/2024
100000019188,CO,5/1/2004,11/28/2024
100000019277,CO,5/1/2024,11/28/2024
100000019641,CO,5/1/2022,11/28/2024
100000019749,CO,2/1/2021,11/28/2024
100000020764,CO,2/1/2000,11/28/2024
100000020924,CO,6/1/1999,11/28/2024
100000020942,CO,6/1/1999,11/28/2024
100000022101,CO,6/1/1999,11/28/2024
100000022717,CO,6/1/1999,11/28/2024
100000024742,CO,6/1/2004,11/28/2024
100000025625,CO,5/1/2024,11/28/2024
100000025983,CO,6/1/2014,11/28/2024
100000029257,CO,11/1/2022,11/28/2024
100000029284,CO,8/1/2024,11/28/2024
100000030432,CO,7/1/2022,11/28/2024
100000031422,CO,1/1/2019,11/28/2024
100000032154,CO,5/1/2019,11/28/2024
100000032966,CO,6/1/1999,11/28/2024
100000033199,CO,5/1/2019,11/28/2024
100000033572,CO,9/1/2024,11/28/2024
100000033938,CO,11/1/2007,11/28/2024
100000034081,CO,5/1/2022,11/28/2024
100000034786,CO,9/1/2024,11/28/2024
100000034839,CO,11/1/2024,11/28/2024
100000035552,CO,7/1/2009,11/28/2024
100000037239,CO,5/1/2004,11/28/2024
100000040298,CO,6/1/2014,11/28/2024
100000040699,CO,6/1/2004,11/28/2024
100000040868,CO,8/1/2016,11/28/2024
100000040886,CO,9/1/2022,11/28/2024
100000040948,CO,9/1/1999,11/28/2024
100000041581,CO,6/1/1999,11/28/2024
100000041643,CO,4/1/2024,11/28/2024
100000042143,CO,8/1/1999,11/28/2024
100000042429,CO,12/1/2014,11/28/2024
100000043151,CO,2/1/2021,11/28/2024
100000043231,CO,6/1/2024,11/28/2024
100000043712,CO,5/1/2014,11/28/2024
100000043981,CO,7/1/1999,11/28/2024
100000044445,CO,3/1/2019,11/28/2024
100000045569,CO,5/1/2014,11/28/2024
100000046728,CO,6/1/1999,11/28/2024
100000047246,CO,6/1/1999,11/28/2024
100000049388,CO,6/1/1999,11/28/2024
100000050927,CO,2/1/2008,11/28/2024
100000051123,CO,6/1/2024,11/28/2024
100000051285,CO,5/1/2020,11/28/2024
100000051962,CO,12/1/2022,11/28/2024
100000051971,CO,5/1/2022,11/28/2024
100000052765,CO,9/1/2002,11/28/2024
100000054861,CO,6/1/2014,11/28/2024
100000054978,CO,9/1/2022,11/28/2024
100000055753,CO,3/1/2024,11/28/2024
100000057537,CO,6/1/1999,11/28/2024
100000057715,CO,8/1/2009,11/28/2024
100000059839,CO,3/1/2023,11/28/2024
100000060239,CO,6/1/2004,11/28/2024
100000060408,CO,3/1/2022,11/28/2024
100000060471,CO,5/1/2024,11/28/2024
100000063343,CO,9/1/2021,11/28/2024
100000063566,CO,6/1/2004,11/28/2024
100000064814,CO,10/1/2020,11/28/2024
100000064921,CO,10/1/2016,11/28/2024
100000065975,CO,6/1/1999,11/28/2024
100000066199,CO,6/1/2004,11/28/2024
100000067517,CO,1/1/2024,11/28/2024
100000070558,CO,6/1/2014,11/28/2024
100000071708,CO,7/1/2006,11/28/2024
100000072468,CO,6/1/2009,11/28/2024
100000072538,CO,6/1/2014,11/28/2024
100000072556,CO,4/1/2024,11/28/2024
100000072645,CO,4/1/2024,11/28/2024
100000072814,CO,6/1/1999,11/28/2024
100000072896,CO,5/1/2014,11/28/2024
100000072976,CO,6/1/1999,11/28/2024
100000073047,CO,6/1/2004,11/28/2024
100000073145,CO,4/1/2014,11/28/2024
100000073207,CO,5/1/2019,11/28/2024
100000073421,CO,6/1/1999,11/28/2024
100000073546,CO,8/1/2004,11/28/2024
100000073859,CO,5/1/2011,11/28/2024
100000074322,CO,6/1/2004,11/28/2024
100000074386,CO,6/1/2014,11/28/2024
100000074395,CO,4/1/2024,11/28/2024
100000074466,CO,6/1/2004,11/28/2024
100000074581,CO,5/1/2014,11/28/2024
100000074652,CO,5/1/2014,11/28/2024
100000074723,CO,5/1/2024,11/28/2024
100000074956,CO,7/1/2019,11/28/2024
100000075241,CO,6/1/1999,11/28/2024
100000075287,CO,6/1/1999,11/28/2024
100000075517,CO,9/1/2021,11/28/2024
100000075651,CO,1/1/2020,11/28/2024
100000076552,CO,6/1/2021,11/28/2024
100000076874,CO,6/1/2009,11/28/2024
100000077454,CO,6/1/2009,11/28/2024
100000077551,CO,6/1/1999,11/28/2024
100000077604,CO,6/1/1999,11/28/2024
100000077659,CO,6/1/1999,11/28/2024
100000078925,CO,7/1/2009,11/28/2024
100000079069,CO,5/1/2024,11/28/2024
100000079283,CO,10/1/2008,11/28/2024
100000079354,CO,6/1/1999,11/28/2024
100000079942,CO,3/1/2023,11/28/2024
100000080011,CO,8/1/2024,11/28/2024
100000080191,CO,6/1/1999,11/28/2024
100000080404,CO,5/1/2014,11/28/2024
100000081868,CO,5/1/2023,11/28/2024
100000082581,CO,6/1/1999,11/28/2024
100000083214,CO,5/1/2017,11/28/2024
100000083795,CO,8/1/2012,11/28/2024
100000084473,CO,6/1/2022,11/28/2024
100000084641,CO,6/1/2004,11/28/2024
100000087372,CO,6/1/2024,11/28/2024
100000087737,CO,6/1/2009,11/28/2024
100000092534,CO,5/1/2018,11/28/2024
100000093739,CO,2/1/2021,11/28/2024
100000101864,CO,6/1/2009,11/28/2024
100000102104,CO,5/1/2009,11/28/2024
100000102202,CO,9/1/2017,11/28/2024
100000102453,CO,11/1/2022,11/28/2024
100000102578,CO,5/1/2020,11/28/2024
100000102934,CO,4/1/2019,11/28/2024
100000103023,CO,9/1/2020,11/28/2024
100000103158,CO,6/1/1999,11/28/2024
100000103489,CO,9/1/2000,11/28/2024
100000103844,CO,6/1/1999,11/28/2024
100000104344,CO,12/1/2020,11/28/2024
100000106556,CO,5/1/2004,11/28/2024
100000106976,CO,8/1/2023,11/28/2024
100000107056,CO,3/1/2005,11/28/2024
100000107779,CO,6/1/1999,11/28/2024
100000107993,CO,5/1/2024,11/28/2024
100000108439,CO,6/1/2004,11/28/2024
100000111684,CO,11/1/2001,11/28/2024
100000112184,CO,5/1/2014,11/28/2024
100000112291,CO,8/1/2022,11/28/2024
100000112344,CO,9/1/2020,11/28/2024
100000112479,CO,2/1/2005,11/28/2024
100000115298,CO,3/1/2019,11/28/2024
100000115305,CO,8/1/2009,11/28/2024
100000118632,CO,9/1/2011,11/28/2024
100000119347,CO,6/1/2004,11/28/2024
100000120647,CO,4/1/2023,11/28/2024
100000121478,CO,4/1/2024,11/28/2024
100000122654,CO,5/1/2024,11/28/2024
100000124073,CO,5/1/2024,11/28/2024
100000125081,CO,5/1/2014,11/28/2024
100000127034,CO,6/1/1999,11/28/2024
100000127588,CO,6/1/1999,11/28/2024
100000127668,CO,6/1/2004,11/28/2024
100000128621,CO,5/1/2009,11/28/2024
100000129746,CO,11/1/2015,11/28/2024
100000130887,CO,1/1/2022,11/28/2024
100000131902,CO,6/1/1999,11/28/2024
100000131911,CO,6/1/2009,11/28/2024
100000135187,CO,11/1/2014,11/28/2024
100000135221,CO,4/1/2002,11/28/2024
100000135427,CO,11/1/2014,11/28/2024
100000135702,CO,2/1/2017,11/28/2024
100000138521,CO,2/1/2021,11/28/2024
100000139735,CO,10/1/2024,11/28/2024
100000140448,CO,6/1/2014,11/28/2024
100000141385,CO,6/1/1999,11/28/2024
100000142259,CO,10/1/2020,11/28/2024
100000144177,CO,9/1/2022,11/28/2024
100000144569,CO,5/1/2009,11/28/2024
100000144952,CO,12/1/2013,11/28/2024
100000146184,CO,6/1/1999,11/28/2024
100000146228,CO,6/1/2004,11/28/2024
100000146629,CO,6/1/2004,11/28/2024
100000146889,CO,3/1/2000,11/28/2024
100000147511,CO,6/1/2024,11/28/2024
100000148805,CO,6/1/2023,11/28/2024
100000150196,CO,6/1/1999,11/28/2024
100000150677,CO,6/1/1999,11/28/2024
100000150828,CO,8/1/1999,11/28/2024
100000153013,CO,7/1/1999,11/28/2024
100000153273,CO,3/1/2023,11/28/2024
100000153549,CO,4/1/2024,11/28/2024
100000154138,CO,6/1/2004,11/28/2024
100000154744,CO,6/1/2021,11/28/2024
100000155752,CO,5/1/2015,11/28/2024
100000156092,CO,7/1/1999,11/28/2024
100000156118,CO,1/1/2022,11/28/2024
100000156476,CO,11/1/2023,11/28/2024
100000156494,CO,7/1/1999,11/28/2024
100000156582,CO,1/1/2005,11/28/2024
100000156779,CO,7/1/1999,11/28/2024
100000157279,CO,6/1/2004,11/28/2024
100000157885,CO,2/1/2005,11/28/2024
100000158955,CO,5/1/2024,11/28/2024
100000160121,CO,5/1/2019,11/28/2024
100000160309,CO,6/1/2019,11/28/2024
100000160363,CO,6/1/2024,11/28/2024
100000161246,CO,5/1/2024,11/28/2024
100000162245,CO,10/1/2004,11/28/2024
100000162664,CO,1/1/2020,11/28/2024
100000163636,CO,1/1/2007,11/28/2024
100000163761,CO,3/1/2022,11/28/2024
100000163912,CO,10/1/2004,11/28/2024
100000164207,CO,12/1/1999,11/28/2024
100000165073,CO,6/1/2004,11/28/2024
100000166072,CO,4/1/2011,11/28/2024
100000167909,CO,4/1/2024,11/28/2024
100000168374,CO,5/1/2024,11/28/2024
100000169603,CO,6/1/2009,11/28/2024
100000170824,CO,9/1/2011,11/28/2024
100000172412,CO,2/1/2007,11/28/2024
100000172573,CO,7/1/2008,11/28/2024
100000172582,CO,9/1/2004,11/28/2024
100000172591,CO,9/1/2016,11/28/2024
100000172608,CO,12/1/2021,11/28/2024
100000172617,CO,9/1/2016,11/28/2024
100000172626,CO,12/1/2021,11/28/2024
100000172797,CO,3/1/2012,11/28/2024
100000173741,CO,11/1/2016,11/28/2024
100000176481,CO,2/1/2024,11/28/2024
100000176766,CO,12/1/2019,11/28/2024
100000176775,CO,8/1/2007,11/28/2024
100000177355,CO,5/1/2013,11/28/2024
100000177417,CO,1/1/2020,11/28/2024
100000177774,CO,2/1/2002,11/28/2024
100000177836,CO,2/1/2022,11/28/2024
100000178611,CO,5/1/2016,11/28/2024
100000179022,CO,1/1/2003,11/28/2024
100000179558,CO,5/1/2022,11/28/2024
100000180298,CO,10/1/2002,11/28/2024
100000180868,CO,1/1/2023,11/28/2024
100000181206,CO,7/1/2009,11/28/2024
100000181572,CO,9/1/2022,11/28/2024
100000182376,CO,2/1/2014,11/28/2024
100000182456,CO,3/1/2020,11/28/2024
100000182483,CO,2/1/2005,11/28/2024
100000183552,CO,9/1/2020,11/28/2024
100000184043,CO,6/1/2004,11/28/2024
100000185747,CO,2/1/2023,11/28/2024
100000185907,CO,4/1/2004,11/28/2024
100000186648,CO,6/1/2004,11/28/2024
100000186657,CO,4/1/2022,11/28/2024
100000188325,CO,12/1/2014,11/28/2024
100000188398,CO,6/1/2024,11/28/2024
100000189921,CO,6/1/2024,11/28/2024
100000190063,CO,9/1/2016,11/28/2024
100000192855,CO,8/1/2020,11/28/2024
100000193266,CO,6/1/2020,11/28/2024
100000193444,CO,1/1/2011,11/28/2024
100000195077,CO,9/1/2022,11/28/2024
100000195095,CO,9/1/2022,11/28/2024
100000195139,CO,3/1/2020,11/28/2024
100000197823,CO,12/1/2006,11/28/2024
100000197832,CO,5/1/2014,11/28/2024
100000198092,CO,3/1/2012,11/28/2024
100000198528,CO,12/1/2021,11/28/2024
100000199199,CO,10/1/2022,11/28/2024
100000199386,CO,6/1/2012,11/28/2024
100000199466,CO,1/1/2018,11/28/2024
100000199475,CO,10/1/2012,11/28/2024
100000199787,CO,10/1/2022,11/28/2024
100000199821,CO,6/1/2022,11/28/2024
100000202997,CO,4/1/2018,11/28/2024
100000203004,CO,4/1/2023,11/28/2024
100000203013,CO,4/1/2023,11/28/2024
100000203353,CO,7/1/2013,11/28/2024
100000204557,CO,5/1/2024,11/28/2024
100000204842,CO,12/1/2013,11/28/2024
100000204851,CO,12/1/2008,11/28/2024
100000204879,CO,12/1/2008,11/28/2024
100000206396,CO,7/1/2018,11/28/2024
100000208036,CO,6/1/2023,11/28/2024
100000208535,CO,12/1/2022,11/28/2024
100000210167,CO,8/1/2012,11/28/2024
100000210452,CO,1/1/2010,11/28/2024
100000211013,CO,6/1/2010,11/28/2024
100000211512,CO,4/1/2022,11/28/2024
100000211521,CO,5/1/2022,11/28/2024
100000213388,CO,4/1/2011,11/28/2024
100000214305,CO,11/1/2019,11/28/2024
100000214485,CO,11/1/2024,11/28/2024
100000214608,CO,5/1/2011,11/28/2024
100000214644,CO,6/1/2021,11/28/2024
100000215377,CO,7/1/2022,11/28/2024
100000216866,CO,11/1/2023,11/28/2024
100000217008,CO,2/1/2012,11/28/2024
100000217277,CO,6/1/2019,11/28/2024
100000219239,CO,12/1/2019,11/28/2024
100000222207,CO,12/1/2023,11/28/2024
100000223108,CO,4/1/2023,11/28/2024
100000223313,CO,11/1/2023,11/28/2024
100000223509,CO,12/1/2023,11/28/2024
100000223643,CO,12/1/2023,11/28/2024
100000225222,CO,3/1/2019,11/28/2024
100000225892,CO,4/1/2023,11/28/2024
100000225918,CO,10/1/2022,11/28/2024
100000227033,CO,4/1/2021,11/28/2024
100000227765,CO,6/1/2024,11/28/2024
100000228568,CO,4/1/2024,11/28/2024
100000229111,CO,4/1/2020,11/28/2024
100000229503,CO,6/1/2015,11/28/2024
100000229656,CO,8/1/2020,11/28/2024
100000229674,CO,6/1/2020,11/28/2024
100000229987,CO,9/1/2021,11/28/2024
100000230305,CO,11/1/2021,11/28/2024
100000230886,CO,12/1/2022,11/28/2024
100000231689,CO,6/1/2021,11/28/2024
100000231956,CO,4/1/2016,11/28/2024
100000232205,CO,3/1/2016,11/28/2024
100000232893,CO,10/1/2024,11/28/2024
100000233204,CO,8/1/2023,11/28/2024
100000233918,CO,10/1/2020,11/28/2024
100000233954,CO,11/1/2021,11/28/2024
100000234356,CO,5/1/2021,11/28/2024
100000235113,CO,12/1/2021,11/28/2024
100000235266,CO,9/1/2024,11/28/2024
100000235505,CO,5/1/2017,11/28/2024
100000235845,CO,8/1/2022,11/28/2024
100000236309,CO,8/1/2017,11/28/2024
100000236372,CO,8/1/2017,11/28/2024
100000236513,CO,9/1/2017,11/28/2024
100000236522,CO,9/1/2017,11/28/2024
100000237585,CO,1/1/2018,11/28/2024
100000237594,CO,1/1/2018,11/28/2024
100000237763,CO,3/1/2018,11/28/2024
100000237772,CO,5/1/2018,11/28/2024
100000238165,CO,3/1/2018,11/28/2024
100000238183,CO,8/1/2024,11/28/2024
100000238487,CO,4/1/2018,11/28/2024
100000239146,CO,7/1/2018,11/28/2024
100000239155,CO,7/1/2018,11/28/2024
100000239164,CO,7/1/2018,11/28/2024
100000239681,CO,9/1/2023,11/28/2024
100000239752,CO,10/1/2018,11/28/2024
100000240036,CO,10/1/2018,11/28/2024
100000240045,CO,10/1/2018,11/28/2024
100000240232,CO,2/1/2023,11/28/2024
100000241053,CO,2/1/2024,11/28/2024
100000241507,CO,12/1/2023,11/28/2024
100000242089,CO,3/1/2020,11/28/2024
100000242294,CO,8/1/2024,11/28/2024
100000242463,CO,8/1/2019,11/28/2024
100000242472,CO,8/1/2019,11/28/2024
100000242668,CO,10/1/2024,11/28/2024
100000243024,CO,11/1/2024,11/28/2024
100000243211,CO,4/1/2020,11/28/2024
100000243596,CO,10/1/2020,11/28/2024
100000246101,CO,2/1/2021,11/28/2024
100000247477,CO,12/1/2023,11/28/2024
100000248751,CO,11/1/2022,11/28/2024
100000250667,CO,9/1/2023,11/28/2024
100000251489,CO,7/1/2023,11/28/2024
100000251657,CO,8/1/2023,11/28/2024
100000252344,CO,11/1/2023,11/28/2024
100000252807,CO,1/1/2024,11/28/2024
100000252816,CO,1/1/2024,11/28/2024
100000253343,CO,2/1/2024,11/28/2024
100000253469,CO,2/1/2024,11/28/2024
100000254333,CO,8/1/2024,11/28/2024
100000026875,CT,10/1/2013,11/29/2024
100000043071,CT,7/1/2024,11/29/2024
100000046853,CT,6/1/1999,11/29/2024
100000050598,CT,8/1/2007,11/29/2024
100000053862,CT,11/1/2009,11/29/2024
100000053988,CT,6/1/1999,11/29/2024
100000055968,CT,6/1/1999,11/29/2024
100000056057,CT,11/1/2004,11/29/2024
100000059777,CT,6/1/1999,11/29/2024
100000060211,CT,6/1/1999,11/29/2024
100000060694,CT,6/1/1999,11/29/2024
100000063771,CT,7/1/1999,11/29/2024
100000064155,CT,11/1/2001,11/29/2024
100000072048,CT,6/1/1999,11/29/2024
100000072422,CT,6/1/2004,11/29/2024
100000072912,CT,6/1/2004,11/29/2024
100000074563,CT,9/1/2006,11/29/2024
100000076749,CT,2/1/2022,11/29/2024
100000083027,CT,6/1/2024,11/29/2024
100000083875,CT,6/1/1999,11/29/2024
100000087791,CT,6/1/1999,11/29/2024
100000088095,CT,9/1/2023,11/29/2024
100000088512,CT,6/1/2007,11/29/2024
100000089307,CT,6/1/2004,11/29/2024
100000090769,CT,6/1/1999,11/29/2024
100000091349,CT,6/1/2004,11/29/2024
100000091465,CT,6/1/2009,11/29/2024
100000092311,CT,6/1/2009,11/29/2024
100000093962,CT,6/1/1999,11/29/2024
100000100375,CT,6/1/2004,11/29/2024
100000102694,CT,6/1/2019,11/29/2024
100000106681,CT,6/1/2009,11/29/2024
100000106761,CT,8/1/2014,11/29/2024
100000108732,CT,5/1/2006,11/29/2024
100000109036,CT,6/1/2004,11/29/2024
100000109349,CT,1/1/2024,11/29/2024
100000111791,CT,6/1/2014,11/29/2024
100000114823,CT,5/1/2012,11/29/2024
100000116723,CT,7/1/2014,11/29/2024
100000120004,CT,6/1/1999,11/29/2024
100000124554,CT,6/1/2009,11/29/2024
100000124643,CT,6/1/2009,11/29/2024
100000126605,CT,6/1/1999,11/29/2024
100000128131,CT,6/1/2009,11/29/2024
100000130057,CT,6/1/2004,11/29/2024
100000130976,CT,2/1/2023,11/29/2024
100000133269,CT,2/1/2015,11/29/2024
100000134151,CT,6/1/2004,11/29/2024
100000140947,CT,5/1/2000,11/29/2024
100000143828,CT,6/1/2021,11/29/2024
100000146308,CT,6/1/2024,11/29/2024
100000154209,CT,9/1/2008,11/29/2024
100000156252,CT,5/1/2023,11/29/2024
100000157527,CT,9/1/2007,11/29/2024
100000160737,CT,8/1/1999,11/29/2024
100000164886,CT,11/1/2014,11/29/2024
100000182349,CT,6/1/2024,11/29/2024
100000188824,CT,6/1/2021,11/29/2024
100000189235,CT,10/1/2022,11/29/2024
100000193845,CT,11/1/2020,11/29/2024
100000202755,CT,5/1/2023,11/29/2024
100000203086,CT,12/1/2021,11/29/2024
100000203264,CT,7/1/2008,11/29/2024
100000206074,CT,11/1/2021,11/29/2024
100000206779,CT,9/1/2023,11/29/2024
100000208786,CT,11/1/2024,11/29/2024
100000211781,CT,6/1/2010,11/29/2024
100000215536,CT,12/1/2018,11/29/2024
100000216045,CT,11/1/2011,11/29/2024
100000221681,CT,5/1/2024,11/29/2024
100000223411,CT,11/1/2023,11/29/2024
100000229442,CT,5/1/2020,11/29/2024
100000231787,CT,5/1/2024,11/29/2024
100000234374,CT,1/1/2022,11/29/2024
100000238049,CT,2/1/2023,11/29/2024
100000238931,CT,5/1/2023,11/29/2024
100000244283,CT,6/1/2020,11/29/2024
100000244292,CT,6/1/2020,11/29/2024
100000244498,CT,7/1/2020,11/29/2024
100000245843,CT,12/1/2020,11/29/2024
100000249723,CT,11/1/2023,11/29/2024
100000250774,CT,11/1/2024,11/29/2024
100000254397,CT,10/1/2024,11/29/2024
100000053808,DC,6/1/1999,11/29/2024
100000135007,DC,6/1/2009,11/29/2024
100000146656,DC,6/1/2009,11/29/2024
100000179193,DC,6/1/2002,11/29/2024
100000013601,DE,5/1/2024,11/29/2024
100000025073,DE,6/1/2023,11/29/2024
100000027473,DE,11/1/2005,11/29/2024
100000037088,DE,6/1/2009,11/29/2024
100000040314,DE,11/1/2006,11/29/2024
100000041947,DE,7/1/1999,11/29/2024
100000042152,DE,6/1/2004,11/29/2024
100000053265,DE,6/1/2024,11/29/2024
100000057056,DE,7/1/2023,11/29/2024
100000060275,DE,3/1/2024,11/29/2024
100000060934,DE,2/1/2013,11/29/2024
100000064404,DE,4/1/2022,11/29/2024
100000066126,DE,10/1/2022,11/29/2024
100000069114,DE,6/1/1999,11/29/2024
100000072841,DE,4/1/2024,11/29/2024
100000073804,DE,6/1/1999,11/29/2024
100000076348,DE,11/1/2022,11/29/2024
100000077579,DE,4/1/2023,11/29/2024
